Transaction ID,Date,Time,Item,Category,Price,Quantity,Total Spent,Payment Method,Customer Type
5427,2025-03-31,09:17,Green Tea,Tea,3.25,3,9.75,Cash,New
5428,2025-03-31,15:52,Americano,Coffee,3.5,1,3.5,Cash,Regular
5429,2025-03-31,10:49,Scone,Bakery,3.75,3,11.25,Credit Card,Regular
5430,2025-03-31,07:09,Green Tea,Tea,3.25,1,3.25,Credit Card,Regular
5431,2025-03-31,08:47,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
5432,2025-03-31,15:37,Cold Brew,Coffee,4.75,2,9.5,Credit Card,New
5433,2025-03-31,09:55,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
5434,2025-03-31,11:53,Avocado Toast,Food,8.5,1,8.5,Credit Card,Transient
5435,2025-03-31,14:08,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,New
5436,2025-03-31,13:13,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
5437,2025-03-31,11:35,Breakfast Sandwich,Food,7.5,1,7.5,Credit Card,Regular
5438,2025-03-31,10:49,Chai Latte,Tea,4.5,1,4.5,Credit Card,Regular
5439,2025-03-31,08:29,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,Regular
5440,2025-03-31,18:05,Chocolate Chip Cookie,Bakery,2.5,2,5.0,Mobile Payment,Regular
5441,2025-03-31,07:02,Blueberry Muffin,Bakery,3.5,2,7.0,Cash,Regular
5442,2025-03-31,08:04,Macchiato,Coffee,3.75,2,7.5,Cash,Transient
5443,2025-03-31,18:45,Macchiato,Coffee,3.75,1,3.75,Credit Card,New
5444,2025-03-31,08:15,Mocha,Coffee,5.0,1,5.0,Mobile Payment,Regular
5445,2025-03-31,08:24,Espresso,Coffee,3.0,1,3.0,Credit Card,Transient
5446,2025-03-31,17:53,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Cash,Regular
5447,2025-03-31,14:27,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,New
5448,2025-03-31,08:38,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
5449,2025-04-01,09:26,Macchiato,Coffee,3.75,1,3.75,Mobile Payment,Regular
5450,2025-04-01,07:25,Bagel,Bakery,3.0,2,6.0,Credit Card,Regular
5451,2025-04-01,12:05,Blueberry Muffin,Bakery,3.5,1,3.5,Cash,Regular
5452,2025-04-01,08:10,Avocado Toast,Food,8.5,1,8.5,Credit Card,Regular
5453,2025-04-01,12:19,Grilled Cheese,Food,6.5,2,13.0,Credit Card,Transient
5454,2025-04-01,17:15,Cappuccino,Coffee,4.5,1,4.5,Credit Card,New
5455,2025-04-01,09:20,Cappuccino,Coffee,4.5,1,4.5,Credit Card,New
5456,2025-04-01,16:02,Mocha,Coffee,5.0,1,5.0,Mobile Payment,Transient
5457,2025-04-01,10:10,Cold Brew,Coffee,4.75,1,4.75,Credit Card,Regular
5458,2025-04-01,14:15,Earl Grey,Tea,3.25,1,3.25,Credit Card,Regular
5459,2025-04-01,13:43,Chai Latte,Tea,4.5,1,4.5,Credit Card,New
5460,2025-04-01,11:19,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,Transient
5461,2025-04-01,10:25,Chocolate Chip Cookie,Bakery,2.5,2,5.0,Credit Card,New
5462,2025-04-01,10:57,Americano,Coffee,3.5,1,3.5,Mobile Payment,Regular
5463,2025-04-01,09:11,Espresso,Coffee,3.0,2,6.0,Credit Card,Regular
5464,2025-04-01,10:15,Avocado Toast,Food,8.5,1,8.5,Mobile Payment,Regular
5465,2025-04-01,14:00,Mocha,Coffee,5.0,1,5.0,Credit Card,Regular
5466,2025-04-01,16:18,Earl Grey,Tea,3.25,1,3.25,Credit Card,Transient
5467,2025-04-01,12:39,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,Regular
5468,2025-04-01,09:06,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,Regular
5469,2025-04-01,12:14,Mocha,Coffee,5.0,1,5.0,Credit Card,New
5470,2025-04-01,08:19,Avocado Toast,Food,8.5,1,8.5,Cash,Regular
5471,2025-04-01,07:17,Espresso,Coffee,3.0,3,9.0,Cash,Regular
5472,2025-04-01,11:15,Scone,Bakery,3.75,1,3.75,Credit Card,New
5473,2025-04-01,12:03,Latte,Coffee,4.5,1,4.5,Cash,Regular
5474,2025-04-01,12:30,Bagel,Bakery,3.0,2,6.0,Credit Card,Regular
5475,2025-04-01,17:11,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,Regular
5476,2025-04-01,18:12,Americano,Coffee,3.5,2,7.0,Credit Card,Regular
5477,2025-04-01,12:53,Americano,Coffee,3.5,1,3.5,Cash,New
5478,2025-04-01,18:50,Cold Brew,Coffee,4.75,1,4.75,Credit Card,Regular
5479,2025-04-01,09:07,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Cash,Transient
5480,2025-04-01,11:35,Matcha Latte,Tea,5.25,2,10.5,Mobile Payment,New
5481,2025-04-01,11:38,Green Tea,Tea,3.25,2,6.5,Cash,Regular
5482,2025-04-01,17:37,Blueberry Muffin,Bakery,3.5,1,3.5,Mobile Payment,New
5483,2025-04-01,15:02,Mocha,Coffee,5.0,1,5.0,Mobile Payment,New
5484,2025-04-01,08:14,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,Regular
5485,2025-04-01,12:42,Earl Grey,Tea,3.25,1,3.25,Cash,New
5486,2025-04-01,08:59,Scone,Bakery,3.75,3,11.25,Cash,Transient
5487,2025-04-01,17:17,Breakfast Sandwich,Food,7.5,3,22.5,Cash,Regular
5488,2025-04-01,09:38,Macchiato,Coffee,3.75,1,3.75,Credit Card,Regular
5489,2025-04-01,08:38,Blueberry Muffin,Bakery,3.5,1,3.5,Cash,Transient
5490,2025-04-01,14:30,Macchiato,Coffee,3.75,1,3.75,Mobile Payment,Regular
5491,2025-04-01,09:14,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,New
5492,2025-04-01,10:43,Grilled Cheese,Food,6.5,1,6.5,Credit Card,Regular
5493,2025-04-01,11:22,Blueberry Muffin,Bakery,3.5,1,3.5,Cash,Regular
5494,2025-04-01,17:26,Mocha,Coffee,5.0,1,5.0,Credit Card,Regular
5495,2025-04-01,09:21,Mocha,Coffee,5.0,2,10.0,Mobile Payment,Regular
5496,2025-04-01,08:15,Scone,Bakery,3.75,1,3.75,Cash,Regular
5497,2025-04-01,16:02,Breakfast Sandwich,Food,7.5,3,22.5,Cash,Regular
5498,2025-04-01,10:30,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Mobile Payment,New
5499,2025-04-01,09:34,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Mobile Payment,Regular
5500,2025-04-01,12:17,Cold Brew,Coffee,4.75,1,4.75,Credit Card,Regular
5501,2025-04-01,07:58,Americano,Coffee,3.5,1,3.5,Mobile Payment,New
5502,2025-04-01,10:21,Mocha,Coffee,5.0,1,5.0,Credit Card,New
5503,2025-04-01,14:57,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
5504,2025-04-01,14:37,Chai Latte,Tea,4.5,1,4.5,Mobile Payment,Regular
5505,2025-04-01,08:15,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
5506,2025-04-01,11:22,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
5507,2025-04-01,08:15,Macchiato,Coffee,3.75,1,3.75,Credit Card,New
5508,2025-04-01,08:45,Latte,Coffee,4.5,1,4.5,Mobile Payment,Transient
5509,2025-04-01,08:50,Cold Brew,Coffee,4.75,2,9.5,Credit Card,Regular
5510,2025-04-01,09:54,Bagel,Bakery,3.0,2,6.0,Credit Card,Regular
5511,2025-04-01,09:02,Cold Brew,Coffee,4.75,1,4.75,Cash,Regular
5512,2025-04-01,07:52,Macchiato,Coffee,3.75,1,3.75,Credit Card,Regular
5513,2025-04-01,09:16,Latte,Coffee,4.5,1,4.5,Cash,Regular
5514,2025-04-01,16:35,Americano,Coffee,3.5,1,3.5,Cash,Regular
5515,2025-04-02,16:54,Bagel,Bakery,3.0,1,3.0,Credit Card,Regular
5516,2025-04-02,17:38,Breakfast Sandwich,Food,7.5,3,22.5,Mobile Payment,New
5517,2025-04-02,10:14,Avocado Toast,Food,8.5,1,8.5,Cash,New
5518,2025-04-02,18:31,Croissant,Bakery,3.75,2,7.5,Credit Card,Transient
5519,2025-04-02,09:09,Chocolate Chip Cookie,Bakery,2.5,2,5.0,Credit Card,New
5520,2025-04-02,12:26,Mocha,Coffee,5.0,1,5.0,Credit Card,Regular
5521,2025-04-02,13:36,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
5522,2025-04-02,12:57,Americano,Coffee,3.5,1,3.5,Credit Card,Regular
5523,2025-04-02,08:51,Scone,Bakery,3.75,1,3.75,Credit Card,Transient
5524,2025-04-02,07:13,Espresso,Coffee,3.0,1,3.0,Credit Card,Transient
5525,2025-04-02,09:03,Grilled Cheese,Food,6.5,1,6.5,Credit Card,Regular
5526,2025-04-02,10:25,Breakfast Sandwich,Food,7.5,1,7.5,Credit Card,Transient
5527,2025-04-02,11:56,Chocolate Chip Cookie,Bakery,2.5,2,5.0,Credit Card,Transient
5528,2025-04-02,11:35,Matcha Latte,Tea,5.25,3,15.75,Credit Card,Regular
5529,2025-04-02,09:15,Cappuccino,Coffee,4.5,1,4.5,Mobile Payment,New
5530,2025-04-02,12:39,Earl Grey,Tea,3.25,1,3.25,Credit Card,New
5531,2025-04-02,12:09,Green Tea,Tea,3.25,1,3.25,Cash,Transient
5532,2025-04-02,07:48,Cappuccino,Coffee,4.5,1,4.5,Credit Card,New
5533,2025-04-02,10:07,Breakfast Sandwich,Food,7.5,1,7.5,Credit Card,Regular
5534,2025-04-02,10:04,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,Regular
5535,2025-04-02,09:41,Blueberry Muffin,Bakery,3.5,3,10.5,Credit Card,New
5536,2025-04-02,08:31,Earl Grey,Tea,3.25,1,3.25,Cash,Regular
5537,2025-04-02,15:09,Peppermint Tea,Tea,3.25,1,3.25,Cash,Regular
5538,2025-04-02,07:20,Latte,Coffee,4.5,2,9.0,Credit Card,New
5539,2025-04-02,10:39,Matcha Latte,Tea,5.25,1,5.25,Cash,Regular
5540,2025-04-02,07:57,Americano,Coffee,3.5,2,7.0,Credit Card,Regular
5541,2025-04-02,16:22,Chai Latte,Tea,4.5,1,4.5,Mobile Payment,Regular
5542,2025-04-02,09:41,Croissant,Bakery,3.75,1,3.75,Cash,Regular
5543,2025-04-02,15:59,Breakfast Sandwich,Food,7.5,1,7.5,Credit Card,New
5544,2025-04-02,18:03,Scone,Bakery,3.75,2,7.5,Cash,New
5545,2025-04-02,13:20,Croissant,Bakery,3.75,1,3.75,Credit Card,Regular
5546,2025-04-02,11:42,Matcha Latte,Tea,5.25,1,5.25,Mobile Payment,Regular
5547,2025-04-02,07:11,Americano,Coffee,3.5,1,3.5,Credit Card,New
5548,2025-04-02,13:55,Grilled Cheese,Food,6.5,1,6.5,Credit Card,Transient
5549,2025-04-02,15:39,Earl Grey,Tea,3.25,1,3.25,Credit Card,New
5550,2025-04-02,13:43,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,Transient
5551,2025-04-02,17:04,Americano,Coffee,3.5,1,3.5,Credit Card,Regular
5552,2025-04-02,17:36,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
5553,2025-04-02,15:02,Blueberry Muffin,Bakery,3.5,1,3.5,Cash,New
5554,2025-04-02,15:02,Mocha,Coffee,5.0,1,5.0,Credit Card,Regular
5555,2025-04-02,15:58,Breakfast Sandwich,Food,7.5,1,7.5,Cash,New
5556,2025-04-02,09:22,Avocado Toast,Food,8.5,1,8.5,Cash,Regular
5557,2025-04-02,12:15,Green Tea,Tea,3.25,3,9.75,Mobile Payment,Transient
5558,2025-04-02,11:29,Mocha,Coffee,5.0,1,5.0,Mobile Payment,Regular
5559,2025-04-02,07:06,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Transient
5560,2025-04-03,08:29,Avocado Toast,Food,8.5,1,8.5,Cash,New
5561,2025-04-03,17:59,Cold Brew,Coffee,4.75,1,4.75,Cash,New
5562,2025-04-03,15:29,Cappuccino,Coffee,4.5,1,4.5,Cash,New
5563,2025-04-03,10:26,Croissant,Bakery,3.75,2,7.5,Credit Card,Transient
5564,2025-04-03,13:17,Earl Grey,Tea,3.25,1,3.25,Credit Card,Regular
5565,2025-04-03,10:52,Peppermint Tea,Tea,3.25,3,9.75,Credit Card,Regular
5566,2025-04-03,11:23,Chai Latte,Tea,4.5,2,9.0,Credit Card,New
5567,2025-04-03,11:23,Americano,Coffee,3.5,1,3.5,Credit Card,New
5568,2025-04-03,11:27,Cappuccino,Coffee,4.5,2,9.0,Mobile Payment,Regular
5569,2025-04-03,09:54,Latte,Coffee,4.5,1,4.5,Cash,Regular
5570,2025-04-03,10:44,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
5571,2025-04-03,10:18,Green Tea,Tea,3.25,1,3.25,Cash,Regular
5572,2025-04-03,08:51,Croissant,Bakery,3.75,2,7.5,Credit Card,Regular
5573,2025-04-03,09:08,Earl Grey,Tea,3.25,2,6.5,Cash,Transient
5574,2025-04-03,09:19,Latte,Coffee,4.5,2,9.0,Credit Card,Transient
5575,2025-04-03,15:30,Cold Brew,Coffee,4.75,1,4.75,Credit Card,New
5576,2025-04-03,18:39,Bagel,Bakery,3.0,1,3.0,Credit Card,Regular
5577,2025-04-03,10:06,Earl Grey,Tea,3.25,3,9.75,Credit Card,Regular
5578,2025-04-03,08:02,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,Regular
5579,2025-04-03,08:26,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Mobile Payment,Regular
5580,2025-04-03,09:37,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,Regular
5581,2025-04-03,09:49,Chai Latte,Tea,4.5,1,4.5,Mobile Payment,Regular
5582,2025-04-03,07:57,Matcha Latte,Tea,5.25,1,5.25,Credit Card,New
5583,2025-04-03,13:04,Macchiato,Coffee,3.75,1,3.75,Credit Card,Regular
5584,2025-04-03,15:58,Peppermint Tea,Tea,3.25,1,3.25,Cash,New
5585,2025-04-03,08:54,Cold Brew,Coffee,4.75,1,4.75,Credit Card,New
5586,2025-04-03,17:53,Macchiato,Coffee,3.75,1,3.75,Mobile Payment,Regular
5587,2025-04-03,10:17,Mocha,Coffee,5.0,3,15.0,Mobile Payment,Regular
5588,2025-04-03,08:09,Bagel,Bakery,3.0,1,3.0,Mobile Payment,Regular
5589,2025-04-03,13:54,Americano,Coffee,3.5,1,3.5,Cash,New
5590,2025-04-03,10:43,Macchiato,Coffee,3.75,1,3.75,Credit Card,Regular
5591,2025-04-03,12:13,Earl Grey,Tea,3.25,1,3.25,Credit Card,New
5592,2025-04-03,08:24,Chai Latte,Tea,4.5,1,4.5,Credit Card,Regular
5593,2025-04-03,10:32,Macchiato,Coffee,3.75,1,3.75,Credit Card,Regular
5594,2025-04-03,12:12,Green Tea,Tea,3.25,1,3.25,Credit Card,New
5595,2025-04-03,16:51,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
5596,2025-04-03,13:25,Latte,Coffee,4.5,1,4.5,Mobile Payment,Transient
5597,2025-04-03,17:01,Avocado Toast,Food,8.5,2,17.0,Credit Card,Regular
5598,2025-04-03,14:09,Bagel,Bakery,3.0,1,3.0,Mobile Payment,New
5599,2025-04-03,14:44,Avocado Toast,Food,8.5,1,8.5,Mobile Payment,Regular
5600,2025-04-03,15:09,Earl Grey,Tea,3.25,1,3.25,Credit Card,Regular
5601,2025-04-03,18:24,Macchiato,Coffee,3.75,3,11.25,Cash,New
5602,2025-04-03,15:27,Earl Grey,Tea,3.25,1,3.25,Credit Card,New
5603,2025-04-03,12:04,Matcha Latte,Tea,5.25,2,10.5,Credit Card,New
5604,2025-04-03,08:30,Grilled Cheese,Food,6.5,1,6.5,Credit Card,Regular
5605,2025-04-03,09:19,Croissant,Bakery,3.75,1,3.75,Mobile Payment,New
5606,2025-04-03,17:32,Cold Brew,Coffee,4.75,1,4.75,Mobile Payment,Transient
5607,2025-04-03,09:28,Breakfast Sandwich,Food,7.5,1,7.5,Mobile Payment,New
5608,2025-04-03,09:33,Cold Brew,Coffee,4.75,1,4.75,Credit Card,Regular
5609,2025-04-03,14:15,Americano,Coffee,3.5,1,3.5,Credit Card,Regular
5610,2025-04-03,07:00,Blueberry Muffin,Bakery,3.5,1,3.5,Cash,New
5611,2025-04-03,19:16,Mocha,Coffee,5.0,1,5.0,Credit Card,New
5612,2025-04-03,13:41,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,New
5613,2025-04-03,09:34,Grilled Cheese,Food,6.5,1,6.5,Credit Card,Regular
5614,2025-04-03,15:31,Peppermint Tea,Tea,3.25,2,6.5,Mobile Payment,Transient
5615,2025-04-03,07:48,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
5616,2025-04-03,09:00,Chocolate Chip Cookie,Bakery,2.5,3,7.5,Cash,New
5617,2025-04-03,10:09,Mocha,Coffee,5.0,1,5.0,Credit Card,Transient
5618,2025-04-03,10:31,Matcha Latte,Tea,5.25,1,5.25,Mobile Payment,Regular
5619,2025-04-03,09:02,Espresso,Coffee,3.0,1,3.0,Credit Card,New
5620,2025-04-03,08:37,Green Tea,Tea,3.25,1,3.25,Mobile Payment,New
5621,2025-04-03,13:37,Bagel,Bakery,3.0,1,3.0,Credit Card,Regular
5622,2025-04-03,10:08,Chai Latte,Tea,4.5,1,4.5,Credit Card,New
5623,2025-04-03,07:48,Breakfast Sandwich,Food,7.5,1,7.5,Credit Card,Regular
5624,2025-04-03,09:23,Breakfast Sandwich,Food,7.5,1,7.5,Cash,Regular
5625,2025-04-03,07:17,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
5626,2025-04-03,09:19,Grilled Cheese,Food,6.5,1,6.5,Credit Card,Regular
5627,2025-04-03,10:04,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,Regular
5628,2025-04-03,09:19,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
5629,2025-04-03,09:04,Scone,Bakery,3.75,3,11.25,Credit Card,Regular
5630,2025-04-03,10:46,Mocha,Coffee,5.0,1,5.0,Cash,New
5631,2025-04-03,16:03,Bagel,Bakery,3.0,2,6.0,Cash,Regular
5632,2025-04-04,07:14,Cold Brew,Coffee,4.75,2,9.5,Credit Card,Regular
5633,2025-04-04,08:40,Chocolate Chip Cookie,Bakery,2.5,2,5.0,Credit Card,Transient
5634,2025-04-04,16:42,Green Tea,Tea,3.25,2,6.5,Credit Card,New
5635,2025-04-04,07:09,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,Transient
5636,2025-04-04,18:49,Mocha,Coffee,5.0,1,5.0,Mobile Payment,New
5637,2025-04-04,10:59,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,Regular
5638,2025-04-04,15:18,Earl Grey,Tea,3.25,1,3.25,Credit Card,Transient
5639,2025-04-04,10:14,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
5640,2025-04-04,10:57,Bagel,Bakery,3.0,1,3.0,Mobile Payment,Transient
5641,2025-04-04,15:33,Matcha Latte,Tea,5.25,2,10.5,Cash,Regular
5642,2025-04-04,11:26,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
5643,2025-04-04,18:56,Chai Latte,Tea,4.5,1,4.5,Mobile Payment,New
5644,2025-04-04,11:28,Cappuccino,Coffee,4.5,3,13.5,Cash,Transient
5645,2025-04-04,14:28,Avocado Toast,Food,8.5,1,8.5,Cash,New
5646,2025-04-04,09:46,Scone,Bakery,3.75,1,3.75,Cash,Regular
5647,2025-04-04,18:16,Americano,Coffee,3.5,1,3.5,Credit Card,New
5648,2025-04-04,14:56,Breakfast Sandwich,Food,7.5,1,7.5,Credit Card,Transient
5649,2025-04-04,13:23,Macchiato,Coffee,3.75,2,7.5,Credit Card,Regular
5650,2025-04-04,16:32,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,New
5651,2025-04-04,09:25,Mocha,Coffee,5.0,2,10.0,Credit Card,Regular
5652,2025-04-04,09:55,Americano,Coffee,3.5,1,3.5,Credit Card,Regular
5653,2025-04-04,14:14,Earl Grey,Tea,3.25,1,3.25,Credit Card,Transient
5654,2025-04-04,16:24,Croissant,Bakery,3.75,2,7.5,Credit Card,Regular
5655,2025-04-04,14:30,Bagel,Bakery,3.0,1,3.0,Credit Card,Transient
5656,2025-04-04,10:01,Bagel,Bakery,3.0,1,3.0,Cash,Regular
5657,2025-04-04,12:37,Earl Grey,Tea,3.25,1,3.25,Cash,New
5658,2025-04-04,12:29,Cold Brew,Coffee,4.75,1,4.75,Credit Card,Regular
5659,2025-04-04,08:19,Americano,Coffee,3.5,1,3.5,Credit Card,Regular
5660,2025-04-04,12:18,Cappuccino,Coffee,4.5,1,4.5,Mobile Payment,Regular
5661,2025-04-04,09:01,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
5662,2025-04-04,08:23,Cold Brew,Coffee,4.75,1,4.75,Credit Card,Regular
5663,2025-04-04,16:32,Peppermint Tea,Tea,3.25,3,9.75,Cash,New
5664,2025-04-04,12:37,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,New
5665,2025-04-04,10:46,Mocha,Coffee,5.0,1,5.0,Cash,Regular
5666,2025-04-04,10:09,Espresso,Coffee,3.0,1,3.0,Cash,Regular
5667,2025-04-04,07:24,Grilled Cheese,Food,6.5,1,6.5,Credit Card,New
5668,2025-04-04,11:07,Cappuccino,Coffee,4.5,2,9.0,Credit Card,Regular
5669,2025-04-05,10:07,Bagel,Bakery,3.0,2,6.0,Cash,Regular
5670,2025-04-05,10:32,Latte,Coffee,4.5,1,4.5,Cash,Regular
5671,2025-04-05,08:41,Latte,Coffee,4.5,1,4.5,Credit Card,New
5672,2025-04-05,08:47,Macchiato,Coffee,3.75,3,11.25,Credit Card,New
5673,2025-04-05,13:55,Earl Grey,Tea,3.25,1,3.25,Credit Card,Regular
5674,2025-04-05,17:08,Matcha Latte,Tea,5.25,1,5.25,Cash,New
5675,2025-04-05,16:00,Croissant,Bakery,3.75,2,7.5,Credit Card,New
5676,2025-04-05,13:07,Green Tea,Tea,3.25,3,9.75,Cash,Regular
5677,2025-04-05,13:45,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
5678,2025-04-05,11:37,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,Regular
5679,2025-04-05,16:33,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
5680,2025-04-05,08:06,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,New
5681,2025-04-05,12:37,Espresso,Coffee,3.0,1,3.0,Mobile Payment,Regular
5682,2025-04-05,08:04,Mocha,Coffee,5.0,2,10.0,Credit Card,Transient
5683,2025-04-05,07:48,Americano,Coffee,3.5,1,3.5,Credit Card,Regular
5684,2025-04-05,16:25,Breakfast Sandwich,Food,7.5,1,7.5,Credit Card,New
5685,2025-04-05,12:57,Green Tea,Tea,3.25,1,3.25,Cash,Regular
5686,2025-04-05,12:58,Avocado Toast,Food,8.5,1,8.5,Credit Card,Regular
5687,2025-04-05,09:20,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Transient
5688,2025-04-05,14:21,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,Regular
5689,2025-04-05,13:54,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
5690,2025-04-05,14:40,Cappuccino,Coffee,4.5,2,9.0,Credit Card,Regular
5691,2025-04-05,10:44,Earl Grey,Tea,3.25,1,3.25,Mobile Payment,New
5692,2025-04-05,10:21,Croissant,Bakery,3.75,1,3.75,Credit Card,Regular
5693,2025-04-05,09:06,Americano,Coffee,3.5,1,3.5,Credit Card,Regular
5694,2025-04-05,09:03,Chai Latte,Tea,4.5,1,4.5,Mobile Payment,Transient
5695,2025-04-05,16:53,Scone,Bakery,3.75,1,3.75,Cash,New
5696,2025-04-05,14:28,Cappuccino,Coffee,4.5,2,9.0,Mobile Payment,New
5697,2025-04-05,07:35,Macchiato,Coffee,3.75,2,7.5,Mobile Payment,Regular
5698,2025-04-05,16:47,Green Tea,Tea,3.25,2,6.5,Mobile Payment,Regular
5699,2025-04-05,09:39,Bagel,Bakery,3.0,1,3.0,Cash,Transient
5700,2025-04-05,18:13,Matcha Latte,Tea,5.25,1,5.25,Credit Card,Regular
5701,2025-04-05,12:37,Bagel,Bakery,3.0,2,6.0,Credit Card,Regular
5702,2025-04-05,14:43,Americano,Coffee,3.5,2,7.0,Credit Card,New
5703,2025-04-05,15:07,Breakfast Sandwich,Food,7.5,1,7.5,Credit Card,Transient
5704,2025-04-05,12:26,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,New
5705,2025-04-05,17:25,Grilled Cheese,Food,6.5,1,6.5,Cash,Transient
5706,2025-04-05,10:51,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Cash,Regular
5707,2025-04-05,18:39,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
5708,2025-04-05,09:32,Matcha Latte,Tea,5.25,1,5.25,Cash,New
5709,2025-04-05,14:41,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,Regular
5710,2025-04-05,07:39,Grilled Cheese,Food,6.5,1,6.5,Cash,New
5711,2025-04-05,09:28,Grilled Cheese,Food,6.5,1,6.5,Credit Card,Regular
5712,2025-04-05,12:01,Green Tea,Tea,3.25,1,3.25,Credit Card,Regular
5713,2025-04-06,08:06,Blueberry Muffin,Bakery,3.5,2,7.0,Cash,New
5714,2025-04-06,09:15,Croissant,Bakery,3.75,2,7.5,Cash,New
5715,2025-04-06,09:23,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
5716,2025-04-06,12:25,Bagel,Bakery,3.0,2,6.0,Credit Card,Transient
5717,2025-04-06,10:53,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
5718,2025-04-06,13:47,Matcha Latte,Tea,5.25,1,5.25,Mobile Payment,Regular
5719,2025-04-06,15:38,Blueberry Muffin,Bakery,3.5,1,3.5,Cash,New
5720,2025-04-06,10:21,Latte,Coffee,4.5,1,4.5,Credit Card,New
5721,2025-04-06,17:15,Scone,Bakery,3.75,3,11.25,Credit Card,Regular
5722,2025-04-06,11:05,Matcha Latte,Tea,5.25,1,5.25,Cash,Regular
5723,2025-04-06,08:07,Cold Brew,Coffee,4.75,1,4.75,Cash,Transient
5724,2025-04-06,09:19,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
5725,2025-04-06,11:55,Green Tea,Tea,3.25,1,3.25,Mobile Payment,Transient
5726,2025-04-06,07:57,Croissant,Bakery,3.75,1,3.75,Credit Card,Regular
5727,2025-04-06,15:04,Macchiato,Coffee,3.75,1,3.75,Credit Card,New
5728,2025-04-06,18:06,Blueberry Muffin,Bakery,3.5,1,3.5,Cash,Regular
5729,2025-04-06,07:18,Cappuccino,Coffee,4.5,1,4.5,Mobile Payment,Regular
5730,2025-04-06,14:49,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,Regular
5731,2025-04-06,08:09,Avocado Toast,Food,8.5,1,8.5,Credit Card,Regular
5732,2025-04-06,12:19,Macchiato,Coffee,3.75,2,7.5,Credit Card,Regular
5733,2025-04-06,08:35,Scone,Bakery,3.75,1,3.75,Cash,Transient
5734,2025-04-06,11:04,Green Tea,Tea,3.25,1,3.25,Credit Card,New
5735,2025-04-06,09:31,Americano,Coffee,3.5,1,3.5,Cash,Regular
5736,2025-04-06,14:05,Blueberry Muffin,Bakery,3.5,1,3.5,Cash,Regular
5737,2025-04-06,14:53,Scone,Bakery,3.75,2,7.5,Cash,Transient
